	gene	test_stats	test_mean	wt_stats	wt_mean	diff	search_mode	n_models	n_test	n_wt	seed	result_type	t_stat	p_value
34	BTG2	[0.5810875, 0.5729625, 0.5844, 0.5787625, 0.557675, 0.571725, 0.5668875, 0.5777749999999999, 0.5647500000000001, 0.5745999999999999, 0.579225, 0.570125, 0.5877125, 0.5796999999999999, 0.5696625000000001, 0.556725, 0.5852875, 0.580325, 0.5744875, 0.5718125, 0.5881125, 0.5657625, 0.5686, 0.5707000000000001, 0.5640000000000001, 0.5684125, 0.5673125, 0.5664875, 0.56365, 0.5681, 0.58735, 0.5680375, 0.5753375, 0.583375, 0.5729000000000001, 0.57735, 0.5709000000000001, 0.5801625, 0.5826625, 0.583925, 0.5833875, 0.569, 0.5733625000000001, 0.5892499999999999, 0.5732625, 0.58795, 0.5597375, 0.5790625, 0.5759625, 0.5773125, 0.5901875, 0.5715, 0.578375, 0.583425, 0.575625, 0.56225, 0.5769, 0.5699124999999999, 0.5874375, 0.5630999999999999, 0.5769875, 0.558325, 0.57235, 0.567, 0.5754, 0.5718875, 0.5819625, 0.56015, 0.5835625, 0.5830625, 0.5683875, 0.5846375, 0.5655, 0.5730124999999999, 0.5601999999999999, 0.5794125, 0.583375, 0.57085, 0.5695874999999999, 0.587525, 0.5748125000000001, 0.5812875, 0.5807375, 0.5684, 0.5991, 0.573275, 0.5802375, 0.5794125, 0.5773, 0.5784125, 0.5651625, 0.5856625, 0.5732625, 0.5740125, 0.581775, 0.563875, 0.568575, 0.5838, 0.5614374999999999, 0.578, 0.5641625, 0.5616625, 0.570275, 0.5641750000000001, 0.5788, 0.5721875, 0.57095, 0.5736625, 0.570775, 0.5709125, 0.5824375, 0.5811, 0.5836625, 0.575825, 0.573375, 0.5678125, 0.575775, 0.57765, 0.5768, 0.5792, 0.584225, 0.5878375, 0.574775, 0.5716499999999999, 0.5804375, 0.5755625000000001, 0.5784625, 0.5520999999999999]	0.5747170898437501	[0.5654, 0.579375, 0.5550375, 0.5484, 0.5767875000000001, 0.5820125, 0.58005, 0.5832250000000001, 0.5871875, 0.5561499999999999, 0.556075, 0.5629625, 0.5577124999999999, 0.55755, 0.567075, 0.5657875, 0.5718875, 0.5632375000000001, 0.5683875, 0.561125, 0.57975, 0.574025, 0.5652750000000001, 0.5666, 0.58045, 0.5862625, 0.5744, 0.5686625, 0.5803375, 0.5748624999999999, 0.582975, 0.5741875000000001, 0.5777875, 0.583425, 0.5639375, 0.5877249999999999, 0.5648000000000001, 0.5546875, 0.5580499999999999, 0.567875, 0.5552125000000001, 0.57725, 0.593, 0.5654125000000001, 0.552625, 0.5766, 0.57235, 0.5670875, 0.5591375, 0.56235, 0.579675, 0.5794625000000001, 0.5708125, 0.5681625, 0.5821749999999999, 0.5679500000000001, 0.5611125, 0.584075, 0.58875, 0.606475, 0.5636625000000001, 0.568075, 0.5549625, 0.5472499999999999, 0.5745875, 0.5532375, 0.5661499999999999, 0.5647625, 0.5654125000000001, 0.5595, 0.574025, 0.5514125, 0.5699125, 0.546625, 0.5793125, 0.569225, 0.56565, 0.57935, 0.570925, 0.571075, 0.5841375, 0.576325, 0.559225, 0.6125250000000001, 0.5666, 0.5595, 0.5440375000000001, 0.5826875, 0.5632499999999999, 0.5699375, 0.58785, 0.5689875, 0.594725, 0.5725625, 0.58575, 0.5681625, 0.5680124999999999, 0.5471375, 0.57975, 0.5647125000000001, 0.549325, 0.5544625000000001, 0.5763750000000001, 0.5899375, 0.5660499999999999, 0.5965625, 0.573525, 0.563125, 0.5587125000000001, 0.556025, 0.5597375, 0.5710999999999999, 0.57375, 0.5901124999999999, 0.583525, 0.564625, 0.5818125, 0.5780125, 0.593525, 0.57025, 0.5487, 0.5693625, 0.5533375, 0.57565, 0.555925, 0.57095, 0.579625, 0.5845125]	0.5704748046874999	0.004242285156250247	lof	20	25	209	775	empirical_null	3.1757862216226744	0.0016789118867347988
0	CDKN2A	[0.5957125, 0.576875, 0.58545, 0.5838875, 0.5733374999999999, 0.5791875000000001, 0.5785125000000001, 0.557925, 0.5761625, 0.582375, 0.5834750000000001, 0.6075125, 0.595525, 0.5874375, 0.562925, 0.5657, 0.5688625, 0.5762375, 0.5711125, 0.55975, 0.5911875, 0.56565, 0.5912875, 0.5811, 0.5566875, 0.5569625, 0.5627500000000001, 0.5659000000000001, 0.5676375, 0.550525, 0.5979875, 0.56325, 0.5766375, 0.5969, 0.57845, 0.593225, 0.582575, 0.5829624999999999, 0.5536375, 0.6194875, 0.5866125, 0.5703374999999999, 0.582175, 0.5779, 0.5833375, 0.5885625, 0.5629500000000001, 0.5733125, 0.5670375, 0.5978749999999999, 0.5890875, 0.5702625, 0.5851875, 0.5785374999999999, 0.575325, 0.5659624999999999, 0.5738500000000001, 0.5499125, 0.5720375, 0.5894125, 0.558875, 0.5453375, 0.561925, 0.571225, 0.57435, 0.561875, 0.556175, 0.5701875, 0.5954250000000001, 0.5840625, 0.5781000000000001, 0.58415, 0.5637375, 0.6045625, 0.5760625, 0.563825, 0.6149625000000001, 0.5902875000000001, 0.5889749999999999, 0.5602999999999999, 0.6052249999999999, 0.5713124999999999, 0.544925, 0.5675875, 0.5506, 0.5699, 0.591375, 0.565125, 0.5659124999999999, 0.57335, 0.5674625, 0.5699875, 0.5454625, 0.5419750000000001, 0.5927250000000001, 0.5844, 0.5952000000000001, 0.5593375, 0.5326625, 0.5819875, 0.56765, 0.575775, 0.579, 0.576675, 0.600025, 0.532525, 0.590725, 0.5810500000000001, 0.5814625, 0.5895, 0.5630375, 0.559575, 0.5925125, 0.5630375, 0.5757125000000001, 0.5812625, 0.5688624999999999, 0.57275, 0.580225, 0.5970875, 0.570525, 0.59065, 0.5953875, 0.5498875, 0.616625, 0.5695375, 0.5806625, 0.5819249999999999]	0.5758359375	[0.575625, 0.5657875, 0.5755250000000001, 0.5482375, 0.5688625, 0.5678624999999999, 0.575275, 0.589225, 0.5424875, 0.5515125, 0.5333374999999999, 0.555125, 0.561775, 0.5535, 0.5491625, 0.5612125, 0.541375, 0.5605, 0.5610249999999999, 0.5678875, 0.5726375, 0.5598000000000001, 0.5648624999999999, 0.56675, 0.55385, 0.586275, 0.561325, 0.5418000000000001, 0.5545, 0.5450875, 0.5716375, 0.5404625, 0.5774125000000001, 0.5616874999999999, 0.5481875, 0.556275, 0.5477624999999999, 0.571175, 0.5591875000000001, 0.5822625, 0.5641750000000001, 0.5534625, 0.547225, 0.550225, 0.548525, 0.56615, 0.5705875, 0.5480375, 0.554525, 0.5510625, 0.5835625, 0.5527124999999999, 0.551475, 0.5542374999999999, 0.536825, 0.536475, 0.5389125, 0.5546125, 0.5916250000000001, 0.572425, 0.56465, 0.5547375, 0.5486625, 0.5859875, 0.5438375, 0.5481625, 0.581275, 0.56455, 0.5708625, 0.5460249999999999, 0.5539499999999999, 0.5783874999999999, 0.5674, 0.5612125, 0.5765875, 0.57655, 0.5562375, 0.550625, 0.5676375, 0.5529375000000001, 0.5595625, 0.5497875000000001, 0.5380999999999999, 0.5723874999999999, 0.548025, 0.5723375, 0.5692625, 0.5504000000000001, 0.572925, 0.56145, 0.5489375, 0.5798125000000001, 0.5537875, 0.58655, 0.591125, 0.54145, 0.5516749999999999, 0.5688, 0.5519125, 0.5799500000000001, 0.55125, 0.5616125, 0.54635, 0.5395625, 0.5460375, 0.5486625, 0.5334500000000001, 0.563675, 0.5576000000000001, 0.54845, 0.5676749999999999, 0.5566375, 0.569575, 0.5501125, 0.5601, 0.572825, 0.5396875, 0.5502750000000001, 0.5543250000000001, 0.5470625, 0.56535, 0.5740125, 0.58125, 0.552625, 0.5588124999999999, 0.5528625, 0.5504625, 0.5610875]	0.5594919921875001	0.01634394531249983	lof	20	221	88	0	observed	8.806285100150877	2.0569946535259981e-16
17	CDKN2A	[0.57355, 0.5663375, 0.562025, 0.5569250000000001, 0.6334624999999999, 0.609225, 0.58665, 0.5802875000000001, 0.6091125, 0.5825875, 0.5749500000000001, 0.571175, 0.5834874999999999, 0.5685, 0.5812625, 0.5669375, 0.57565, 0.606375, 0.5673874999999999, 0.575275, 0.59535, 0.5599375000000001, 0.5686374999999999, 0.5570499999999999, 0.5789875, 0.5859624999999999, 0.573725, 0.5553625, 0.6058875, 0.572425, 0.5843875, 0.5771499999999999, 0.5879375, 0.5822749999999999, 0.5983875000000001, 0.5789875, 0.582175, 0.5930875, 0.5865250000000001, 0.5913625, 0.579525, 0.5404375, 0.6020875000000001, 0.5940625, 0.5803375, 0.5504000000000001, 0.5625125, 0.5773999999999999, 0.5719875, 0.5954125, 0.5968125000000001, 0.5716625, 0.5719875, 0.5902125, 0.5701375, 0.5759624999999999, 0.55645, 0.59175, 0.5833875000000001, 0.561525, 0.5769625, 0.572025, 0.551175, 0.59, 0.5710875, 0.5749125, 0.577425, 0.5990625, 0.586275, 0.572425, 0.575225, 0.5802499999999999, 0.57805, 0.6167625, 0.5902625, 0.5850500000000001, 0.5811, 0.5781999999999999, 0.595275, 0.5798000000000001, 0.5832625, 0.5883625000000001, 0.5632, 0.5800875, 0.568025, 0.5926250000000001, 0.613, 0.6076125, 0.5660875, 0.57845, 0.5847375, 0.573, 0.566775, 0.5725, 0.577075, 0.5873125, 0.5704375, 0.591075, 0.5594375, 0.5724374999999999, 0.5764625, 0.5643, 0.5928249999999999, 0.570975, 0.5927375, 0.588425, 0.5963375000000001, 0.5884125, 0.5667125, 0.571075, 0.6020749999999999, 0.5867375, 0.5966750000000001, 0.5624375, 0.5802624999999999, 0.5666125000000001, 0.5680875000000001, 0.573825, 0.57355, 0.558325, 0.5899125000000001, 0.5652375, 0.5794125, 0.5652, 0.56435, 0.568375, 0.5553875, 0.5488000000000001]	0.57899345703125	[0.55985, 0.5672125, 0.5618124999999999, 0.5710625, 0.5474125, 0.55215, 0.58105, 0.5594499999999999, 0.546275, 0.55275, 0.5677625, 0.5633750000000001, 0.5478375, 0.5396, 0.5739125, 0.55745, 0.5622125, 0.5778875000000001, 0.5778625, 0.5709125, 0.5696249999999999, 0.5787375, 0.56145, 0.5722999999999999, 0.5525125, 0.5663750000000001, 0.5708, 0.567075, 0.5503125, 0.556575, 0.5447124999999999, 0.5548000000000001, 0.5666625000000001, 0.57465, 0.5644250000000001, 0.5493875, 0.5651, 0.5412874999999999, 0.5395375, 0.5645749999999999, 0.5762625, 0.5403375, 0.5457, 0.5581, 0.5670375, 0.6029125, 0.6112000000000001, 0.5511250000000001, 0.56365, 0.55625, 0.5539624999999999, 0.550525, 0.5558875000000001, 0.559825, 0.5836749999999999, 0.575075, 0.5646375, 0.557425, 0.5750749999999999, 0.5905375, 0.5774750000000001, 0.5433875, 0.5585625000000001, 0.5548625, 0.5760375000000001, 0.5599625, 0.5621375000000001, 0.5460875000000001, 0.5471250000000001, 0.5559125, 0.5723375, 0.5443875, 0.5383, 0.545975, 0.5653875, 0.5793250000000001, 0.592975, 0.5710124999999999, 0.5517624999999999, 0.5426625, 0.5600125, 0.5683875, 0.5468875, 0.5482125000000001, 0.5609875, 0.59485, 0.543275, 0.5570499999999999, 0.57865, 0.573925, 0.575775, 0.5720375, 0.5346625, 0.5564875, 0.5398, 0.53505, 0.5733, 0.553375, 0.5635, 0.5637624999999999, 0.57265, 0.58075, 0.5472625, 0.556875, 0.5587000000000001, 0.59175, 0.5644125, 0.5368999999999999, 0.5534874999999999, 0.572425, 0.5533625, 0.5478999999999999, 0.5672, 0.5799375, 0.5767875, 0.5779875, 0.5468375, 0.555975, 0.558275, 0.5609375, 0.5447375, 0.557075, 0.5592625, 0.5400125, 0.551875, 0.5611999999999999, 0.5388375, 0.56175]	0.5613184570312499	0.017675000000000107	lof	20	196	127	23	empirical_null	9.578435066641228	9.424502484397572e-19
99	CDKN2A	[0.5794250000000001, 0.55075, 0.550175, 0.572625, 0.537025, 0.5507875, 0.5910624999999999, 0.5537875, 0.5597, 0.5846750000000001, 0.55195, 0.54, 0.5868125, 0.556225, 0.573175, 0.5464375, 0.5583874999999999, 0.5562874999999999, 0.5675374999999999, 0.5692124999999999, 0.5697249999999999, 0.5554125000000001, 0.5448, 0.5680124999999999, 0.5598875, 0.5565375, 0.576125, 0.5514249999999999, 0.557725, 0.576775, 0.5761875, 0.5557625, 0.5618124999999999, 0.550725, 0.5717375, 0.5877625, 0.5565125, 0.5814874999999999, 0.56745, 0.5542625, 0.592325, 0.5695, 0.5581375, 0.5686249999999999, 0.5430375, 0.5502875, 0.5611, 0.5607625, 0.5894375, 0.5712125, 0.570175, 0.5614374999999999, 0.5844874999999999, 0.5757625, 0.5643625, 0.5503125, 0.5447375, 0.575075, 0.5464749999999999, 0.5835625, 0.5577500000000001, 0.588975, 0.5463125, 0.5327375, 0.5728875, 0.6004999999999999, 0.5744374999999999, 0.60175, 0.5845, 0.5472874999999999, 0.56375, 0.5383499999999999, 0.5728375, 0.56085, 0.5506375, 0.5435, 0.550875, 0.5502125, 0.5567125, 0.559875, 0.5797875, 0.5839375, 0.5592125, 0.5491625, 0.5868, 0.5920375, 0.5553374999999999, 0.5800875, 0.5476, 0.580575, 0.5565374999999999, 0.5772875, 0.558575, 0.5773999999999999, 0.5726625, 0.551525, 0.5485874999999999, 0.5695749999999999, 0.587425, 0.5551125, 0.56835, 0.5718875, 0.586875, 0.5499625, 0.58125, 0.5854874999999999, 0.5985625, 0.5852124999999999, 0.55, 0.5807249999999999, 0.5695375, 0.5855374999999999, 0.55915, 0.5755874999999999, 0.5566249999999999, 0.5946875, 0.5856125, 0.5415125, 0.574925, 0.5618375, 0.5771999999999999, 0.5569124999999999, 0.5422125000000001, 0.5653125, 0.5558875000000001, 0.566775, 0.582175, 0.5533499999999999]	0.56581318359375	[0.5964, 0.5776, 0.59015, 0.5747, 0.5977625000000001, 0.5864625, 0.5838749999999999, 0.5819875, 0.5969875, 0.567825, 0.5715749999999999, 0.5727625000000001, 0.5832625, 0.5800125, 0.5709249999999999, 0.593675, 0.584975, 0.5758375, 0.5689625, 0.574225, 0.585775, 0.543075, 0.5607375, 0.5762, 0.5655375, 0.5577875, 0.5640999999999999, 0.5886625, 0.5861999999999999, 0.6004999999999999, 0.599625, 0.55455, 0.5623375, 0.58075, 0.5826875, 0.5931624999999999, 0.5832875, 0.6102875, 0.59185, 0.57855, 0.587875, 0.5921875, 0.6178, 0.566675, 0.5861125, 0.5843625, 0.5817999999999999, 0.5753625, 0.561725, 0.563875, 0.586475, 0.5671375000000001, 0.610425, 0.5853, 0.581575, 0.5897875, 0.5884625, 0.620675, 0.5798374999999999, 0.5959375, 0.5613125, 0.57385, 0.5852625, 0.5888625000000001, 0.5716874999999999, 0.5864125, 0.579425, 0.582575, 0.57945, 0.567525, 0.5889875, 0.585275, 0.5932875, 0.5631375, 0.5748624999999999, 0.5679875, 0.5568625, 0.5846, 0.6174000000000001, 0.5667625000000001, 0.5760125, 0.5871625, 0.57795, 0.59565, 0.581425, 0.5705625, 0.5919375, 0.6069249999999999, 0.5836625, 0.5677875, 0.5570125, 0.5556749999999999, 0.5752124999999999, 0.5948875, 0.5758624999999999, 0.5926874999999999, 0.57825, 0.5921125, 0.58685, 0.568175, 0.5976625, 0.5655125, 0.5664875, 0.58325, 0.5832, 0.5702, 0.579675, 0.5908125, 0.5752875000000001, 0.5889, 0.5901, 0.5769875, 0.6004, 0.56855, 0.5855875, 0.5755375, 0.58545, 0.57585, 0.5710124999999999, 0.5763625, 0.553875, 0.5699125, 0.5653125, 0.5910125, 0.5603125, 0.594275, 0.5771, 0.571775]	0.58047451171875	-0.014661328124999984	lof	20	182	141	38	empirical_null	-7.990970031494366	4.696708694956518e-14
51	CDKN2A	[0.5619625, 0.559875, 0.53945, 0.562875, 0.5611875, 0.5895874999999999, 0.5605374999999999, 0.560175, 0.5481625, 0.555125, 0.5706749999999999, 0.5364125, 0.6014499999999999, 0.5589375, 0.557825, 0.5827249999999999, 0.5679375, 0.5714875, 0.584825, 0.559075, 0.5777249999999999, 0.5659125, 0.570975, 0.5585874999999999, 0.558575, 0.5735, 0.5567875, 0.5399499999999999, 0.5692875, 0.5572499999999999, 0.5513625000000001, 0.54265, 0.5764625, 0.5687375, 0.536825, 0.5717874999999999, 0.62605, 0.5874375, 0.56275, 0.5883375, 0.5479999999999999, 0.5584375, 0.5703875, 0.5488500000000001, 0.5806, 0.6137375, 0.5467, 0.5820624999999999, 0.557825, 0.5766625000000001, 0.5567624999999999, 0.5519, 0.5755625, 0.5748624999999999, 0.5475125000000001, 0.5688000000000001, 0.5674750000000001, 0.5941875, 0.5814125, 0.5824250000000001, 0.5749, 0.5693, 0.5599875, 0.5628875, 0.5697, 0.5679625, 0.5774125, 0.5689875, 0.5653125, 0.5695, 0.56785, 0.538525, 0.5479375000000001, 0.5891124999999999, 0.5544625000000001, 0.5621, 0.5887375, 0.5678375, 0.589925, 0.5677, 0.5675875, 0.567975, 0.5551999999999999, 0.5708, 0.5782, 0.6012625, 0.5627625, 0.554775, 0.56275, 0.5603625, 0.5750875, 0.5697500000000001, 0.5782625, 0.563875, 0.5725875, 0.5679375, 0.58705, 0.56545, 0.56165, 0.5745375, 0.565075, 0.543375, 0.5858875, 0.5450375, 0.562425, 0.590775, 0.5770624999999999, 0.5946750000000001, 0.5656875000000001, 0.5632, 0.56375, 0.574525, 0.585725, 0.5827625000000001, 0.5579624999999999, 0.5658, 0.549, 0.56, 0.5589625, 0.5617, 0.607775, 0.5762875, 0.5702999999999999, 0.5783625000000001, 0.568675, 0.599775, 0.5836374999999999, 0.5866250000000001]	0.5687361328125	[0.5781499999999999, 0.5783125, 0.593875, 0.5734874999999999, 0.5709000000000001, 0.5913375000000001, 0.5724375, 0.5578, 0.5763124999999999, 0.5944625, 0.5822499999999999, 0.5674750000000001, 0.5705499999999999, 0.5794875, 0.568125, 0.57465, 0.5623125, 0.56545, 0.5670000000000001, 0.5902125, 0.59205, 0.568075, 0.5602125, 0.5569124999999999, 0.5639875000000001, 0.568025, 0.5872625, 0.596725, 0.56095, 0.5630375, 0.5677, 0.5824374999999999, 0.5796375, 0.5789749999999999, 0.5760500000000001, 0.6183625, 0.5577125, 0.5694374999999999, 0.56695, 0.5623375, 0.56745, 0.5778874999999999, 0.5680124999999999, 0.5543375, 0.5885124999999999, 0.557275, 0.5762125, 0.564925, 0.5613250000000001, 0.5759875, 0.6029000000000001, 0.555175, 0.5923875000000001, 0.572525, 0.573725, 0.5635375, 0.5934750000000001, 0.5781375, 0.5678625, 0.5775625000000001, 0.5729375, 0.5555625000000001, 0.6143500000000001, 0.5611, 0.549875, 0.574875, 0.5803875000000001, 0.5693625, 0.56825, 0.5615375, 0.5726375, 0.5521875, 0.6009125000000001, 0.5753625, 0.566725, 0.5784, 0.55845, 0.6050249999999999, 0.58305, 0.587375, 0.5664375, 0.599325, 0.56065, 0.5839125, 0.5572375, 0.5734874999999999, 0.5665875, 0.5712125, 0.5962125, 0.5871125, 0.5548375, 0.5706, 0.5743125, 0.5826374999999999, 0.5991624999999999, 0.5714, 0.5730375, 0.5728375, 0.564675, 0.5733250000000001, 0.5898749999999999, 0.57415, 0.5606875, 0.5646375, 0.5775125, 0.5661, 0.548125, 0.5710375, 0.5753, 0.56495, 0.5654875, 0.5715875, 0.5888249999999999, 0.5544375, 0.5736125, 0.5674625, 0.587825, 0.59405, 0.5645375, 0.5636625, 0.557175, 0.565625, 0.5972999999999999, 0.5714374999999999, 0.56345, 0.575475, 0.597575, 0.5629]	0.573928125	-0.005191992187499994	lof	20	180	135	49	empirical_null	-2.8299806546289084	0.005027122544800644
63	CDKN2A	[0.5621875, 0.5784625, 0.5419375, 0.5590875, 0.5657, 0.57615, 0.5702375000000001, 0.57155, 0.579225, 0.570225, 0.5694875, 0.5768, 0.56155, 0.5634250000000001, 0.6148874999999999, 0.58555, 0.572275, 0.5656, 0.5546875, 0.5734375, 0.5823125, 0.5586, 0.551875, 0.5891125, 0.6017125, 0.5591625, 0.5543875, 0.5885750000000001, 0.5989875, 0.5554374999999999, 0.5711625, 0.5609625, 0.5671875, 0.586075, 0.5523375, 0.5703, 0.5806125, 0.5670875, 0.6145125, 0.5848625, 0.6036874999999999, 0.581375, 0.5779375, 0.588525, 0.5464625, 0.5691625, 0.567425, 0.5935374999999999, 0.577225, 0.5703875, 0.5764250000000001, 0.5753, 0.58185, 0.5739125, 0.6008875, 0.5485125, 0.5564374999999999, 0.590525, 0.554525, 0.58875, 0.5711999999999999, 0.54855, 0.5777125000000001, 0.5861, 0.5722375, 0.5773125, 0.5771625, 0.5696875, 0.5782375, 0.570275, 0.5586125, 0.6060749999999999, 0.5797875, 0.5511624999999999, 0.5471, 0.5716374999999999, 0.568425, 0.558925, 0.564475, 0.5575249999999999, 0.601475, 0.5685875, 0.5643, 0.582125, 0.5365625, 0.589625, 0.55675, 0.5743, 0.5861, 0.602575, 0.5700125, 0.5837375, 0.5586125, 0.5839874999999999, 0.57065, 0.5578749999999999, 0.5785125000000001, 0.61225, 0.5751625, 0.5642, 0.56265, 0.5757875, 0.5582875, 0.55035, 0.569825, 0.5903375, 0.60875, 0.55955, 0.5707249999999999, 0.545825, 0.5874375000000001, 0.5734125, 0.5738875, 0.5682625, 0.5713750000000001, 0.5775374999999999, 0.5894625, 0.571875, 0.58225, 0.593425, 0.5505, 0.5883875, 0.57445, 0.555525, 0.5824625, 0.5678624999999999, 0.5579875, 0.559875]	0.5731112304687499	[0.5487000000000001, 0.5649000000000001, 0.5586125000000001, 0.55515, 0.5611125, 0.5528500000000001, 0.5744250000000001, 0.593625, 0.5802875000000001, 0.5781000000000001, 0.5605875, 0.5544375, 0.5910749999999999, 0.5749375000000001, 0.559075, 0.5612, 0.5765125000000001, 0.567825, 0.5619500000000001, 0.5945125, 0.5639625, 0.5596875, 0.5946875, 0.5832625, 0.552075, 0.5683125, 0.59085, 0.5701125, 0.5803625, 0.6028375, 0.5784874999999999, 0.5716625000000001, 0.5672875000000001, 0.5666125, 0.6168375, 0.5556625, 0.6046125, 0.564675, 0.5566625000000001, 0.5772375, 0.5599625, 0.5535125000000001, 0.5684, 0.576225, 0.5832250000000001, 0.5844, 0.579575, 0.581125, 0.5809249999999999, 0.5558875000000001, 0.55495, 0.6090625, 0.5591625, 0.5848375, 0.5798375, 0.5805875, 0.559375, 0.5558375000000001, 0.564175, 0.5870875, 0.622375, 0.5710124999999999, 0.5856375, 0.5710875, 0.5715374999999999, 0.5710875, 0.5742625, 0.5714874999999999, 0.549875, 0.5994125, 0.5837625, 0.5753625, 0.5560624999999999, 0.5701999999999999, 0.5715125000000001, 0.5965874999999999, 0.5927625000000001, 0.5595625, 0.5708875, 0.562175, 0.5554875, 0.5813875000000001, 0.5714875, 0.547675, 0.5627125000000001, 0.5785625, 0.5576875, 0.5576875, 0.5707875, 0.567425, 0.5978, 0.5689625, 0.5914499999999999, 0.5685, 0.569875, 0.575, 0.599825, 0.5759875000000001, 0.5839375000000001, 0.5833750000000001, 0.5945625, 0.5773125, 0.545725, 0.5764625, 0.6147, 0.582225, 0.5830500000000001, 0.562325, 0.5646125, 0.5660625, 0.5827500000000001, 0.5625625, 0.5733, 0.577275, 0.6037250000000001, 0.5730249999999999, 0.590925, 0.564825, 0.5590375, 0.5826375, 0.5483, 0.58815, 0.5764, 0.542675, 0.5825250000000001, 0.5796125, 0.547975, 0.5447625]	0.5733880859375	-0.0002768554687501146	lof	20	187	131	70	empirical_null	-0.13998685884751527	0.8887813134448057
22	CDKN2A	[0.56585, 0.5665875, 0.5583, 0.559075, 0.5387000000000001, 0.5756, 0.5878375, 0.5405125, 0.5536249999999999, 0.570625, 0.5658249999999999, 0.5637375, 0.5688249999999999, 0.5628, 0.5776875, 0.5728375, 0.56555, 0.5769124999999999, 0.5528875, 0.5922125, 0.55355, 0.5603875, 0.556475, 0.557975, 0.5592, 0.5785625, 0.564225, 0.567925, 0.5834875, 0.5706625, 0.5500999999999999, 0.5745375, 0.5903625, 0.569925, 0.5765875, 0.5670000000000001, 0.582375, 0.5921375, 0.5590625, 0.5729125, 0.567325, 0.561825, 0.5650875, 0.550175, 0.5469375, 0.5942875, 0.5338249999999999, 0.5558, 0.5471625, 0.5584749999999999, 0.56335, 0.579475, 0.55035, 0.5944875000000001, 0.547175, 0.583375, 0.5627624999999999, 0.5617375, 0.5422875, 0.57635, 0.5837125000000001, 0.5781250000000001, 0.545975, 0.56, 0.5523875, 0.54485, 0.557625, 0.5565249999999999, 0.5639125, 0.5817, 0.5605125, 0.559875, 0.584075, 0.5517624999999999, 0.5471875, 0.5612750000000001, 0.5612125, 0.5589875, 0.579375, 0.5405, 0.574025, 0.5642499999999999, 0.585025, 0.575625, 0.555, 0.5590625, 0.5814750000000001, 0.5634750000000001, 0.5514375, 0.5561125, 0.5392, 0.5712125, 0.56565, 0.5459625, 0.5846875, 0.5518, 0.5367999999999999, 0.578875, 0.5569625, 0.53735, 0.5601875, 0.5890375, 0.5598624999999999, 0.547075, 0.560625, 0.5622375, 0.571425, 0.5787, 0.5709, 0.5515125, 0.5622750000000001, 0.5573250000000001, 0.5587375, 0.5535125, 0.5727, 0.5874125, 0.568975, 0.5728, 0.5772875, 0.5771, 0.5615625, 0.5755625000000001, 0.5407875, 0.535475, 0.579825, 0.5640375, 0.5701875, 0.5545]	0.5643037109375	[0.60285, 0.61625, 0.6150625000000001, 0.5869125000000001, 0.56825, 0.5842250000000001, 0.58305, 0.5842624999999999, 0.56825, 0.5694, 0.5956375, 0.55255, 0.580175, 0.5828625, 0.58855, 0.5578375, 0.5566875, 0.5667, 0.5822875, 0.586325, 0.5976125, 0.5857625, 0.5913375000000001, 0.572875, 0.5978625, 0.5840125, 0.5828625, 0.55785, 0.6086124999999999, 0.567575, 0.5672625000000001, 0.5774750000000001, 0.5998749999999999, 0.5904250000000001, 0.5738125000000001, 0.6057250000000001, 0.5670499999999999, 0.587325, 0.56455, 0.5529875, 0.5938625, 0.5923625, 0.5884625, 0.5696125, 0.568025, 0.5841000000000001, 0.61065, 0.58115, 0.581125, 0.57065, 0.579075, 0.5961625, 0.566, 0.5762125, 0.5786625, 0.5607375, 0.5697125000000001, 0.5844125, 0.6032125, 0.5737625, 0.5954250000000001, 0.5693625, 0.5766375, 0.58435, 0.58575, 0.5750625, 0.5897749999999999, 0.5592125, 0.5739875000000001, 0.5755750000000001, 0.6085124999999999, 0.57665, 0.5549625, 0.5866, 0.5861375, 0.5644874999999999, 0.5989875, 0.5768375, 0.5754625, 0.5680875, 0.58125, 0.5928375, 0.5776625, 0.5740375, 0.617475, 0.5768875, 0.5809125, 0.5675875, 0.5952000000000001, 0.5763375, 0.6048125, 0.6050125, 0.574175, 0.5924125000000001, 0.5639, 0.5523625000000001, 0.567725, 0.5610375000000001, 0.599775, 0.5919000000000001, 0.60985, 0.568875, 0.593075, 0.5797625, 0.5728749999999999, 0.5673750000000001, 0.591325, 0.5670375, 0.5827, 0.585675, 0.5517875, 0.57915, 0.595175, 0.5819749999999999, 0.596975, 0.5715250000000001, 0.558825, 0.5974875000000001, 0.5897625, 0.5603125, 0.5555625, 0.5810124999999999, 0.5839375, 0.5759624999999999, 0.579375, 0.5710125, 0.5906375, 0.5921125]	0.5809001953124999	-0.016596484374999942	lof	20	188	136	160	empirical_null	-9.194046298715692	1.413819236091907e-17
